main_category,currency,goal,pledged,state,backers,country,2 pledged,2_pledged_real,2_goal_real
7,1,8000,3954,0,83,2,3954,3954,8000
5,1,10000,10000,1,13,2,513,10000,10000
1,1,10000,10022,1,158,2,10022,10022,10000
3,1,20000,0,0,0,2,0,0,20000
3,1,2000,2170.35,1,61,2,2170.35,2170.35,2000
5,1,25000,21097,0,105,2,17778,21097,25000
3,1,5000,100,0,1,2,100,100,5000
1,1,5000,620,0,18,2,620,620,5000
5,1,150000,2801,0,8,2,2801,2801,150000
7,1,10000,10320,1,121,2,10320,10320,10000
2,1,2600,2625,1,25,2,2625,2625,2600
10,1,1200,1426.11,1,45,2,1426.11,1426.11,1200
7,1,15000,16790,1,334,2,16790,16790,15000
1,4,1500,1500,1,12,3,1122.17,1063.38,1063.38
3,1,1750,2075,1,47,2,2075,2075,1750
1,4,10000,50,0,1,3,40.76,40.18,8036.65
4,2,40000,22,0,3,1,0,26.81,48750.76
12,1,12000,27242,1,440,2,27242,27242,12000
4,1,30000,57,0,1,2,57,57,30000
9,1,12000,13312.7,1,96,2,4357.7,13312.7,12000
2,1,3500,1000,0,10,2,1000,1000,3500
12,1,71309,0,0,0,2,0,0,71309
10,1,30000,900,0,20,2,435,900,30000
2,1,3000,68,0,5,2,68,68,3000
8,1,950,1071,1,28,2,10,1071,950
7,1,900,252,0,19,2,252,252,900
1,1,2500,0,0,0,2,0,0,2500
5,1,5000,5043,1,56,2,5043,5043,5000
3,1,8000,8444,1,233,2,8444,8444,8000
5,1,15000,18135,1,480,2,6702,18135,15000
7,1,3000,6200.53,1,174,2,6200.53,6200.53,3000
7,1,35000,0,0,0,2,0,0,35000
5,4,300000,19236,0,22,6,95.46,2419.26,37730.15
4,4,25,0,0,0,3,0,0,22.9
7,2,40000,49349.51,1,1203,1,75682.35,79055.35,64077.92
3,1,3000,4732,1,153,2,4732,4732,3000
11,1,12000,414,0,6,2,414,414,12000
2,1,1200,1270,1,32,2,1270,1270,1200
3,1,5000,25,0,1,2,25,25,5000
2,1,32000,32437.97,1,663,2,32437.97,32437.97,32000
2,1,20000,0,0,0,2,0,0,20000
12,1,4500,4726,1,11,2,4726,4726,4500
7,1,300,1203,1,90,2,181,1203,300
2,1,1000,1010,1,6,2,1010,1010,1000
7,1,50000,0,0,0,2,0,0,50000
3,1,1000,5,0,1,2,5,5,1000
1,4,20000,1,0,1,3,0.81,0.8,16056.52
2,1,8500,9217,1,47,2,9217,9217,8500
2,1,5000,2020,0,26,2,2020,2020,5000
12,1,100000,15,0,2,2,0,15,100000
10,2,1,144.05,1,17,1,228.26,233.7,1.62
4,1,10000,1426,0,7,2,1426,1426,10000
4,1,3000,26,0,2,2,26,26,3000
3,1,18000,20747,1,148,2,1200,20747,18000
7,1,900000,47939,0,1362,2,47939,47939,900000
10,1,75000,1,0,1,2,1,1,75000
1,2,450,714,1,24,1,1170.76,1165.73,734.71
6,3,1000,0,0,0,6,0,0,1117.91
8,1,3000,496,0,11,2,496,496,3000
7,1,400,103,0,4,2,103,103,400
5,4,1500,0,0,0,6,0,0,1084.99
5,1,2000,307,0,7,2,177,307,2000
3,1,5000,1770,0,37,2,1770,1770,5000
3,1,5000,6020,1,103,2,6020,6020,5000
11,1,199,385,1,9,2,215,385,199
3,1,2500,1,0,1,2,1,1,2500
3,1,15000,16817.06,1,454,2,16817.06,16817.06,15000
1,4,30000,0,0,0,6,0,0,1587.55
4,1,30000,1,0,1,2,0,1,30000
2,1,3000,595,0,16,2,595,595,3000
8,1,6999,340,0,10,2,340,340,6999
1,1,3000,233,0,12,2,45,233,3000
7,4,3000,30,0,2,4,21.19,21.77,2177.07
3,1,11900,0,0,0,2,0,0,11900
2,1,100,132,1,5,2,132,132,100
12,1,100000,2,0,2,2,0,2,100000
5,1,25000,46080,1,807,2,1079,46080,25000
12,1,10000,10096.01,1,86,2,4031.01,10096.01,10000
3,1,5000,5575,1,40,2,5575,5575,5000
1,1,7500,26094,1,534,2,9892,26094,7500
3,1,1050,1055,1,18,2,1055,1055,1050
1,1,650,1001,1,22,2,744,1001,650
6,1,1000,6095,1,102,2,433,6095,1000
2,1,10000,245,0,10,2,245,245,10000
10,3,4400,4411,1,26,5,4673.94,4941.19,4928.87
5,4,35000,589,0,8,6,94.56,612.01,36367.04
1,1,1000,2783,1,83,2,2783,2783,1000
2,1,700,26,0,2,2,26,26,700
12,1,25000,0,0,0,2,0,0,25000
12,3,10000,12158,1,39,6,8436.4,13511.14,11112.96
5,1,10000,11143,1,143,2,11143,11143,10000
1,1,2000,40,0,2,2,40,40,2000
8,1,6000,5,0,1,2,5,5,6000
1,1,375,0,0,0,2,0,0,375
12,1,10000,45,0,3,2,45,45,10000
7,1,2000,0,0,0,2,0,0,2000
2,1,30000,0,0,0,2,0,0,30000
8,1,3000,0,0,0,2,0,0,3000
6,1,250,1,0,1,2,1,1,250
8,1,15000,7,0,2,2,7,7,15000
10,1,2700,692,0,10,2,692,692,2700
5,1,1500,2913,1,39,2,250,2913,1500
3,1,3500,5804,1,94,2,5804,5804,3500
10,1,22500,111,0,3,2,111,111,22500
8,1,2000,5,0,1,2,5,5,2000
1,4,20000,0,0,0,6,0,0,1108.83
11,1,33795,0,0,0,2,0,0,33795
3,1,3000,3615.97,1,80,2,3615.97,3615.97,3000
2,2,20000,266,0,10,1,396.75,416.03,31280.3
5,1,20000,40345,1,1195,2,40345,40345,20000
5,2,724,877,1,20,1,1379.42,1357.12,1120.36
8,1,2000,25,0,2,2,25,25,2000
7,1,100000,1000,0,5,2,0,1000,100000
1,1,10000,10189,1,203,2,1532,10189,10000
8,1,2000,442,0,5,2,442,442,2000
3,1,2500,70,0,4,2,70,70,2500
5,2,80000,91642,1,948,1,0,122943.39,107324.93
3,1,30000,40281.99,1,808,2,40281.99,40281.99,30000
12,1,30000,226,0,4,2,226,226,30000
5,1,60000,285,0,8,2,285,285,60000
10,1,5500,5658,1,98,2,5658,5658,5500
1,1,8750,4378.5,0,60,2,4378.5,4378.5,8750
5,4,100000,203112,1,121,6,10974.36,25959.46,12780.86
8,1,16000,1326,0,35,2,1326,1326,16000
3,1,3000,5,0,1,2,5,5,3000
8,1,15000,2884,0,45,2,690,2884,15000
4,1,5000,970,0,21,2,0,970,5000
5,1,4500,0,0,0,2,0,0,4500
1,1,3600,110,0,4,2,110,110,3600
5,1,16000,45381.5,1,851,2,45381.5,45381.5,16000
10,1,1500,175,0,9,2,175,175,1500
4,1,12000,4816,0,56,2,4816,4816,12000
7,3,7700,457,0,17,5,348.41,532.73,8975.93
9,1,40000,40153,1,73,2,40153,40153,40000
11,1,1600,0,0,0,2,0,0,1600
3,2,25000,0,0,0,1,0,0,39595.81
2,1,20000,0,0,0,2,0,0,20000
3,1,1200,1201,1,24,2,1201,1201,1200
3,1,1000,1200,1,59,2,1200,1200,1000
2,1,5000,10086.67,1,193,2,10086.67,10086.67,5000
7,1,24500,35703,1,490,2,20617,35703,24500
2,1,7800,417,0,15,2,417,417,7800
7,1,2500,97,0,3,2,97,97,2500
1,1,500,20,0,2,2,0,20,500
4,1,3000,21,0,3,2,21,21,3000
8,1,250,2351,1,86,2,2351,2351,250
1,1,5000,1,0,1,2,1,1,5000
4,1,1100,110,0,2,2,110,110,1100
8,1,10000,0,0,0,2,0,0,10000
1,1,7000,185,0,2,2,0,185,7000
1,1,11000,670,0,18,2,670,670,11000
12,1,49000,7016.01,0,285,2,2590,7016.01,49000
7,1,5500,108,0,4,2,98,108,5500
4,1,2500,2938,1,104,2,210,2938,2500
2,1,1000,0,0,0,2,0,0,1000
13,2,500,15,0,1,1,22.62,22.89,762.95
10,1,20000000,1,0,1,2,0,1,20000000
1,1,10000,6,0,2,2,0,6,10000
10,1,30000,0,0,0,2,0,0,30000
2,1,15000,16957.34,1,173,2,16957.34,16957.34,15000
2,1,20900,3573,0,87,2,3573,3573,20900
7,1,500,65,0,4,2,65,65,500
1,1,100,226,1,10,2,75,226,100
7,1,295500,0,0,0,2,0,0,295500
12,1,20000,60,0,3,2,60,60,20000
10,1,1000,5,0,1,2,5,5,1000
12,4,1024,13111,1,100,3,0,10358.69,809.04
8,1,30000,30947,1,362,2,30947,30947,30000
3,1,160,0,0,0,2,0,0,160
3,1,10000,11102,1,188,2,0,11102,10000
8,1,4000,7465,1,59,2,4790,7465,4000
2,1,3000,3171,1,75,2,3171,3171,3000
4,1,8000,510,0,8,2,510,510,8000
9,1,18500,1135,0,22,2,1135,1135,18500
3,1,4000,4275,1,42,2,4275,4275,4000
1,1,25,25.5,1,3,2,25.5,25.5,25
3,1,750,1004,1,33,2,1004,1004,750
10,1,300,427,1,22,2,427,427,300
3,1,13700,14315,1,103,2,14315,14315,13700
4,4,7500,11894,1,186,6,68.99,8492.07,5354.85
3,1,35000,200,0,1,2,200,200,35000
1,4,2400,2485,1,28,3,1878.93,1901.74,1836.69
2,1,22000,810,0,15,2,810,810,22000
3,1,49999,1,0,1,2,1,1,49999
7,4,10000,5201,0,40,3,737.16,4109.19,7900.77
4,1,50000,1,0,1,2,1,1,50000
10,1,400,10,0,1,2,10,10,400
3,1,2250,2429,1,79,2,2429,2429,2250
7,1,3000,0,0,0,2,0,0,3000
5,1,10000,16449,1,166,2,3475,16449,10000
4,1,350000,1690,0,11,2,1690,1690,350000
5,1,40000,91,0,3,2,41,91,40000
8,1,1000,1528,1,39,2,266,1528,1000
8,1,5000,11,0,2,2,0,11,5000
3,1,7000,7967.13,1,183,2,29,7967.13,7000
10,1,5000,5580,1,98,2,2915,5580,5000
2,1,3000,56,0,2,2,56,56,3000
5,1,4000,4000,1,34,2,4000,4000,4000
7,4,145000,33068,0,769,3,31690.33,30927.8,135615.41
3,1,10000,12278,1,90,2,12278,12278,10000
1,1,475,1,0,1,2,0,1,475
6,1,3000,165,0,9,2,165,165,3000
6,1,2000,0,0,0,2,0,0,2000
5,1,41500,180,0,3,2,180,180,41500
4,1,25000,6880,0,20,2,6880,6880,25000
7,1,500,525,1,13,2,525,525,500
5,1,20000,1252222,1,3397,2,1252222,1252222,20000
8,1,12000,615,0,7,2,285,615,12000
8,3,25000,35582,1,224,6,24688.71,39147.13,27504.87
2,1,700,401,0,9,2,401,401,700
2,1,3000,3031,1,79,2,3031,3031,3000
3,2,3000,111,0,4,1,78.82,134.85,3644.49
5,1,10000,1626,0,66,2,1626,1626,10000
1,2,30000,501,0,2,1,780.51,756.93,45325.44
12,3,35000,160,0,5,6,178.15,178.21,38982.88
1,1,1500,26,0,2,2,26,26,1500
12,1,10000,60,0,3,2,60,60,10000
2,2,1500,0,0,0,1,0,0,2045.97
2,1,3200,846,0,16,2,0,846,3200
7,1,1500,3580,1,53,2,1471,3580,1500
2,1,20000,22035,1,153,2,22035,22035,20000
9,1,500,560,1,4,2,560,560,500
2,1,1000,1013,1,26,2,1013,1013,1000
4,1,45000,14150,0,34,2,14150,14150,45000
1,1,2000,1373,0,35,2,1373,1373,2000
3,1,5000,25,0,2,2,25,25,5000
7,1,6000,1229,0,31,2,196,1229,6000
3,1,1000,1541,1,32,2,1541,1541,1000
5,4,10000,901,0,13,3,810.5,816.27,9059.61
2,3,35000,1192,0,28,5,1330.14,1335.28,39206.9
11,1,3000,4450.01,1,62,2,4450.01,4450.01,3000
9,1,1050,1296,1,30,2,0,1296,1050
4,1,30000,32093,1,301,2,32093,32093,30000
7,1,8000,42286,1,865,2,24068,42286,8000
1,1,1200,1355,1,30,2,1355,1355,1200
10,1,25000,25,0,1,2,25,25,25000
2,1,1200,121,0,6,2,121,121,1200
7,1,600,1326,0,36,2,1326,1326,600
7,2,2000,3,0,1,1,4.41,4.33,2886.46
12,1,2500,2543,1,46,2,2543,2543,2500
1,4,30000,1800,0,2,6,176.1,216.26,3604.25
5,2,800,869,1,47,1,1359.54,1359.7,1251.74
6,1,5000,7098.67,1,169,2,1799,7098.67,5000
7,1,6000,8,0,4,2,8,8,6000
11,1,1000,0,0,0,2,0,0,1000
4,1,500,20,0,2,2,20,20,500
4,1,30000,0,0,0,2,0,0,30000
3,1,1,40,1,7,2,40,40,1
3,1,10000,0,0,0,2,0,0,10000
12,4,25000,0,0,0,3,0,0,22301.52
3,1,7500,3582.38,0,60,2,3582.38,3582.38,7500
1,1,1240,0,0,0,2,0,0,1240
7,1,9950,14900,1,178,2,14900,14900,9950
9,1,5000,5111,1,45,2,5111,5111,5000
7,1,5000,318,0,12,2,318,318,5000
10,1,1000,158,0,14,2,158,158,1000
9,1,1500,100,0,1,2,100,100,1500
2,2,110,115,1,10,1,176.28,175.07,167.46
1,4,60000,0,0,0,6,0,0,8977.6
3,1,1000,1136,1,11,2,0,1136,1000
3,1,3000,3657.69,1,72,2,3657.69,3657.69,3000
8,1,10000,600,0,13,2,327,600,10000
2,1,7500,1693,0,26,2,1693,1693,7500
2,1,1500,75,0,3,2,75,75,1500
7,3,2000,2557,1,22,5,2746.52,2770.76,2167.2
12,1,75000,98001,1,2148,2,98001,98001,75000
9,1,5000,1970,0,24,2,1970,1970,5000
12,1,200000,10,0,2,2,10,10,200000
2,1,80000,0,0,0,2,0,0,80000
4,4,300,0,0,0,3,0,0,241.04
1,1,10000,12069,1,200,2,12069,12069,10000
10,1,700,2,0,1,2,2,2,700
3,1,1000,1366.66,1,52,2,1366.66,1366.66,1000
1,1,10000,67,0,1,2,67,67,10000
9,1,25000,25910,1,131,2,25910,25910,25000
3,1,20000,21460,1,187,2,21460,21460,20000
4,1,7500,2236,0,28,2,2236,2236,7500
10,1,1800,1870,1,31,2,1870,1870,1800
3,1,5000,80,0,3,2,80,80,5000
4,1,1000,7265.5,1,238,2,595,7265.5,1000
2,1,1000,0,0,0,2,0,0,1000
10,1,1000,1,0,1,2,0,1,1000
5,1,1000,1727,1,34,2,1727,1727,1000
4,1,45000,2006,0,10,2,2006,2006,45000
2,1,1500,30,0,1,2,30,30,1500
3,2,750,1000,1,31,1,1518.2,1555.45,1166.59
7,4,1000,15620,1,81,3,11061.27,11531.08,738.23
9,1,1500,1625.11,1,33,2,1625.11,1625.11,1500
2,1,1500,2180,1,47,2,2180,2180,1500
8,1,20000,320,0,3,2,90,320,20000
5,1,4000,4234,1,23,2,4234,4234,4000
3,1,4000,4010,1,26,2,4010,4010,4000
2,1,10000,0,0,0,2,0,0,10000
1,4,7500,40,0,2,4,36.58,35.98,6747.03
8,1,3000,1125,0,23,2,1125,1125,3000
1,1,4400,11414,1,139,2,11414,11414,4400
2,1,23500,121,0,7,2,121,121,23500
8,1,10000,1629,0,32,2,1629,1629,10000
3,1,3000,350,0,11,2,350,350,3000
5,4,25000,104820,0,18,6,5085.36,13515.57,3223.52
2,1,60000,45,0,2,2,45,45,60000
6,1,300,39,0,3,2,39,39,300
8,1,900,3345,1,115,2,1610,3345,900
5,1,10000,434,0,10,2,434,434,10000
8,1,300,302,1,5,2,302,302,300
3,3,7000,13,0,2,6,14.19,14.42,7767.16
10,1,500,8,0,2,2,8,8,500
6,3,900,0,0,0,6,0,0,1042.92
3,1,1750,1940.46,1,70,2,1940.46,1940.46,1750
11,3,20000,3576,0,73,5,414.02,3919.63,21921.89
5,1,3000,412,0,6,2,330,412,3000
3,1,8000,1490,0,15,2,1490,1490,8000
10,1,15000,6505,0,59,2,225,6505,15000
3,1,4000,1,0,1,2,1,1,4000
1,1,6000,345,0,9,2,345,345,6000
7,4,4000,4227,1,105,3,1483.84,3174.62,3004.13
1,1,1250,1395,1,22,2,1395,1395,1250
3,1,10000,18988.75,1,713,2,18988.75,18988.75,10000
3,1,23000,30803,1,294,2,30803,30803,23000
13,2,3500,3685,1,123,1,6053.93,6160.46,5851.18
1,4,25000,0,0,0,3,0,0,22202.49
3,1,9500,10611,1,151,2,10611,10611,9500
2,1,30000,0,0,0,2,0,0,30000
10,1,450,296,0,14,2,296,296,450
12,1,10000,222,0,7,2,214,222,10000
10,2,200,34,0,3,1,51.96,52.85,310.91
5,1,1500,0,0,0,2,0,0,1500
11,1,1500,0,0,0,2,0,0,1500
2,1,2000,45,0,2,2,45,45,2000
7,1,4000,22025,1,164,2,22025,22025,4000
10,1,300,335,1,8,2,335,335,300
12,1,100000,15000,0,90,2,15000,15000,100000
5,4,3000,5299,1,36,6,3395.93,3906.95,2211.9
12,1,15000,240,0,7,2,240,240,15000
2,1,3000,3756,1,55,2,3756,3756,3000
2,1,16000,5274.42,0,52,2,5274.42,5274.42,16000
3,1,10000,350,0,3,2,350,350,10000
6,2,5500,5613,1,108,1,0,7172.43,7028.04
7,1,50000,21,0,4,2,21,21,50000
10,1,300,753,1,30,2,394,753,300
1,1,4000,1601,0,23,2,1601,1601,4000
5,3,39500,32115,0,60,5,34495.31,35166,43252.6
8,1,12500,198423.2,1,3037,2,2285,198423.2,12500
7,1,100000,1,0,1,2,0,1,100000
10,2,3000,21,0,2,1,32.58,32,4570.73
3,1,13000,14510.37,1,240,2,14510.37,14510.37,13000
10,1,7500,2171,0,22,2,2171,2171,7500
2,1,20000,5,0,1,2,5,5,20000
7,3,10000,95604,1,819,6,13614.5,107037.78,11195.95
2,1,40000,1815,0,29,2,1815,1815,40000
12,1,40850,1306,0,7,2,1306,1306,40850
6,4,1000,0,0,0,3,0,0,922.85
7,1,15000,2110,0,33,2,2110,2110,15000
1,4,62000,2600,0,8,6,15.77,135.65,3234.73
10,1,12000,25,0,1,2,25,25,12000
5,1,50000,14984,0,76,2,14984,14984,50000
7,4,100000,0,0,0,3,0,0,83194.68
11,2,750,770.5,1,40,1,1204.65,1234.3,1201.46
13,1,2500,30,0,2,2,30,30,2500
3,2,17000,252,0,6,1,273.11,326.07,21997.08
5,1,5500,8248,1,55,2,8248,8248,5500
2,1,1000,0,0,0,2,0,0,1000
2,2,2250,2305,1,45,1,491.07,2945.39,2875.11
2,1,100,109,1,4,2,109,109,100
11,1,30000,1,0,1,2,1,1,30000
8,1,35000,510,1,5,2,0,510,35000
7,1,8000,586,0,29,2,586,586,8000
3,1,4000,80,0,3,2,80,80,4000
2,1,6000,7655,1,95,2,7655,7655,6000
12,1,6000,25,0,1,2,25,25,6000
4,1,5000,0,0,0,2,0,0,5000
2,2,50000,3910,0,33,1,5906.36,6078.22,77726.65
4,1,10000,901,0,12,2,901,901,10000
1,1,6800,46,0,12,2,46,46,6800
9,4,2800,3410,1,47,4,206.25,2520.88,2069.93
4,1,16500,160,0,4,2,160,160,16500
9,1,500,606,1,18,2,606,606,500
9,1,3500,3565,1,41,2,22,3565,3500
12,3,5000,0,0,0,6,0,0,5418
5,1,15000,1200,0,25,2,820,1200,15000
6,1,3000,1,0,1,2,1,1,3000
1,1,5000,7891,1,328,2,7891,7891,5000
2,1,15000,1376,0,19,2,1376,1376,15000
9,4,10000,2000,0,1,3,1864.56,1834.86,9174.31
3,1,7777,8017.77,1,72,2,8017.77,8017.77,7777
1,1,5000,36820,1,808,2,1078,36820,5000
4,4,100000,1400,0,22,4,1089.77,1057.08,75505.89
2,1,15000,1082,0,15,2,486,1082,15000
7,2,20000,116,0,4,1,178.16,180,31035.18
4,1,825,2139,1,45,2,2139,2139,825
4,1,1500,1500,1,9,2,1500,1500,1500
4,1,500,150,0,3,2,150,150,500
1,1,10000,0,0,0,2,0,0,10000
2,1,4215,5461,1,87,2,5461,5461,4215
3,1,1000,0,0,0,2,0,0,1000
1,1,25000,1,0,1,2,1,1,25000
7,1,40000,162485,1,479,2,162485,162485,40000
7,1,500,219,0,8,2,85,219,500
3,1,7000,2282,1,31,2,255,2282,7000
2,1,40000,0,0,0,2,0,0,40000
10,1,12000,2780,0,37,2,2780,2780,12000
3,1,9500,10,0,1,2,10,10,9500
2,1,160000,50,0,2,2,50,50,160000
3,1,4000,1160,0,33,2,1160,1160,4000
3,1,10000,1507,0,52,2,1009,1507,10000
4,1,7500,3760,0,78,2,3760,3760,7500
3,1,4500,5028,1,76,2,5028,5028,4500
1,1,5000,395,0,15,2,395,395,5000
1,2,10000,111,0,5,1,170.02,169.24,15246.69
1,1,100,0,0,0,2,0,0,100
6,1,5000,76,0,3,2,76,76,5000
3,4,50000,6699,0,153,4,6266.71,6011.85,44871.22
2,1,10000,1178,0,28,2,1178,1178,10000
4,1,8000,14256,1,218,2,14256,14256,8000
1,1,500,0,0,0,2,0,0,500
6,3,50,51,1,4,6,22.26,54.27,53.21
7,1,1400,1845.17,1,90,2,1845.17,1845.17,1400
1,1,10000,13131,1,186,2,13131,13131,10000
12,4,50000,0,0,0,3,0,0,40176.78
2,1,9000,10926,1,303,2,10926,10926,9000
3,1,13000,0,0,0,2,0,0,13000
5,2,80000,2505,0,37,1,3908.17,3822.68,122081.49
5,1,12000,786,0,9,2,786,786,12000
1,1,5000,0,0,0,2,0,0,5000
7,4,3500,83,0,2,3,62.45,59.78,2520.89
1,1,10000,10761,1,163,2,10761,10761,10000
6,1,5500,376,0,5,2,275,376,5500
13,1,4000,805,0,18,2,805,805,4000
1,3,3700,4422,1,139,6,209.24,5153.43,4312
2,1,1500,0,0,0,2,0,0,1500
4,4,100000,0,0,0,4,0,0,70091.82
1,1,48000,56484.51,1,1467,2,56484.51,56484.51,48000
3,1,4500,4587,1,62,2,4587,4587,4500
13,1,915,1080,1,34,2,1080,1080,915
5,1,1600,7000,1,91,2,7000,7000,1600
10,1,880,917,1,31,2,917,917,880
7,1,20000,228,0,6,2,228,228,20000
4,2,25000,3530,0,6,1,33.54,4319.52,30591.52
5,1,25,1305.25,1,140,2,1305.25,1305.25,25
12,3,38000,966,0,9,5,0,1140.46,44862.64
10,1,800,208,0,6,2,44,208,800
4,1,35000,41593,1,274,2,41593,41593,35000
12,1,50000,4432,0,15,2,4432,4432,50000
5,2,30000,50,0,1,1,23.74,67.44,40463.99
2,1,1500,2312.58,1,55,2,2312.58,2312.58,1500
1,1,1600,1752.13,1,21,2,1752.13,1752.13,1600
1,1,1000,114,0,3,2,0,114,1000
7,1,12000,16744,1,355,2,16744,16744,12000
10,1,13000,1791.19,0,47,2,1791.19,1791.19,13000
7,1,12500,997,0,32,2,290,997,12500
5,1,10000,10200,1,45,2,200,10200,10000
3,1,1000,459,0,8,2,459,459,1000
2,1,17000,609,0,9,2,609,609,17000
10,1,10000,66,0,4,2,66,66,10000
2,2,1000,0,0,0,1,0,0,1568.23
4,1,150000,303,0,6,2,303,303,150000
13,1,25000,141,0,6,2,141,141,25000
12,4,2000,0,0,0,4,0,0,1867.59
3,1,5000,5355,1,54,2,5355,5355,5000
12,1,3000,23183,1,229,2,23183,23183,3000
8,1,30000,1,0,1,2,1,1,30000
5,1,500,171,0,10,2,0,171,500
13,2,2500,2,0,2,1,3.41,3.32,4145.59
2,1,6000,50,0,5,2,20,50,6000
6,1,35000,5.01,0,1,2,5.01,5.01,35000
3,4,60000,17860,0,32,6,133.48,937.24,3148.61
3,1,2500,575,0,6,2,575,575,2500
3,1,10000,10355,1,48,2,10355,10355,10000
10,1,75000,0,0,0,2,0,0,75000
2,1,5000,963.55,0,32,2,963.55,963.55,5000
1,4,5500,1,0,1,4,0.92,0.89,4899.78
12,1,30000,12184.58,0,121,2,12184.58,12184.58,30000
3,4,40000,43010,1,52,6,5216.98,5039.78,4687.08
10,1,13000,2300,0,44,2,0,2300,13000
9,1,20000,1005,0,5,2,505,1005,20000
7,2,5000,15021.01,1,280,1,23123.33,22782.58,7583.57
2,1,7500,0,0,0,2,0,0,7500
3,1,1,616,1,4,2,400,616,1
1,1,10000,17397.22,1,333,2,3786,17397.22,10000
8,1,200,1019.5,1,28,2,159,1019.5,200
2,1,15000,414,0,8,2,414,414,15000
3,1,2000,2025,1,32,2,2025,2025,2000
2,1,90000,32190,0,214,2,32190,32190,90000
3,1,5000,1874,0,37,2,1874,1874,5000
8,1,8000,9281,1,81,2,9281,9281,8000
2,1,1500,1646,1,20,2,1646,1646,1500
10,1,4000,4378,1,125,2,4378,4378,4000
4,1,75000,156,0,5,2,150,156,75000
1,4,17000,100,0,1,6,0,5.16,877.78
1,1,5000,86.65,0,5,2,86.65,86.65,5000
2,2,2500,120,0,5,1,172.57,173.91,3623.03
1,1,900,1125,1,52,2,1125,1125,900
12,1,250000,4001,0,40,2,4001,4001,250000
7,1,8000,60501,1,241,2,60501,60501,8000
7,1,500,2311,1,196,2,2311,2311,500
12,2,3000,3146,1,97,1,5080.72,5020.03,4787.06
5,4,1100000,0,0,0,4,0,0,776836.16
3,1,4000,4508,1,51,2,4508,4508,4000
1,1,10000,20,0,2,2,20,20,10000
11,1,7500,7981.7,1,78,2,7981.7,7981.7,7500
3,2,300,431,1,34,1,665.28,638.02,444.1
4,1,125000,4025,0,3,2,4025,4025,125000
1,4,500,620,1,9,3,447.49,466.59,376.28
2,1,2500,75,0,2,2,75,75,2500
3,1,8000,0,0,0,2,0,0,8000
3,1,250,0,0,0,2,0,0,250
1,2,800,925,1,26,1,1435.18,1409.31,1218.86
3,2,1918,21,0,1,1,0,28.49,2602.37
3,1,1500,50,0,2,2,50,50,1500
3,3,48000,0,0,0,5,0,0,52545.73
3,1,4096,0,0,0,2,0,0,4096
1,1,8000,2391,0,22,2,2391,2391,8000
12,1,110000,2,0,2,2,2,2,110000
7,1,10000,1,0,1,2,0,1,10000
8,1,35000,180,0,1,2,180,180,35000
1,3,20000,52,0,4,6,47.02,59.36,22830.01
4,2,3000,1654.33,0,39,1,2613.83,2521.92,4573.31
2,1,8000,8141,1,92,2,8141,8141,8000
5,1,6000,7565,1,78,2,7565,7565,6000
2,1,20000,20591,1,163,2,20591,20591,20000
3,1,50000,0,0,0,2,0,0,50000
12,1,40000,15465,0,113,2,15465,15465,40000
4,1,20000,13306,0,123,2,13306,13306,20000
3,1,4000,10,0,1,2,0,10,4000
2,1,5000,5,0,1,2,5,5,5000
2,1,3000,3030,1,20,2,3030,3030,3000
2,1,500,170,0,4,2,170,170,500
12,1,500,176,0,8,2,45,176,500
4,1,250000,0,0,0,2,0,0,250000
10,1,8000,11247,1,86,2,11247,11247,8000
8,1,13200,0,0,0,2,0,0,13200
7,1,1500,4379,1,182,2,4379,4379,1500
3,4,1000,0,0,0,3,0,0,887
3,1,2700,3666.11,1,100,2,3666.11,3666.11,2700
9,2,2000,2025,1,38,1,3403.22,3407.2,3365.13
1,1,5000,0,0,0,2,0,0,5000
12,4,350000,3900,0,3,6,0,188.48,16914.75
12,2,8500,6,0,2,1,8.75,8.49,12034.21
2,2,500,565,1,22,1,804.84,799.92,707.89
6,1,500,125,0,1,2,125,125,500
1,1,3000,50,0,2,2,0,50,3000
2,1,5000,6017,1,131,2,6017,6017,5000
10,1,300,953,1,25,2,53,953,300
7,1,48000,24543,0,163,2,24543,24543,48000
10,1,75000,83380.32,1,492,2,26,83380.32,75000
3,1,2000,15,0,2,2,15,15,2000
8,4,6800000,2005,0,13,6,99.16,245.68,833241.43
4,1,1000,2674,1,89,2,2674,2674,1000
7,1,1500,2321.99,1,58,2,2321.99,2321.99,1500
2,1,1500,1600,1,28,2,1600,1600,1500
3,1,5000000,0,0,0,2,0,0,5000000
7,1,16000,301,0,7,2,301,301,16000
2,1,10000,0,0,0,2,0,0,10000
11,2,10000,44,0,5,1,68.65,67.14,15260.19
3,4,444,145,0,2,3,115.77,119.81,366.85
7,4,10000,2053,0,47,4,1859.36,1899.17,9250.69
2,1,63000,4233,0,46,2,4233,4233,63000
3,1,25000,0,0,0,2,0,0,25000
4,1,40000,0,0,0,2,0,0,40000
11,3,350,0,0,0,6,0,0,394.38
2,1,3000,1046,0,43,2,1046,1046,3000
7,1,15000,19626,1,116,2,19626,19626,15000
1,1,4000,6150,1,126,2,6150,6150,4000
12,1,5000,5956,1,78,2,5956,5956,5000
1,3,1000,1365,1,94,6,787.41,1447.72,1060.6
12,1,50000,350,0,4,2,350,350,50000
7,1,3500,12295,1,51,2,12295,12295,3500
3,1,3000,5824,1,159,2,5824,5824,3000
